filled_paraphrased_canonical	masked_sparql_query
В каком году было основано место, в котором развивается сюжет Алые паруса?	select ?x0 where { SUBJ_1 dr:narrative_location ?dummy . ?dummy dr:person_foundation ?x0 . }
родина Зарубин Иван Никифорович	select distinct ?x0 where { SUBJ_1 dr:native_country ?x0 . }
Какое полное имя у основателя Youdo?	select ?x0 where { SUBJ_1 dr:company_founder ?dummy . ?dummy dr:real_full_name ?x0 . }
Как узнать с какой плотностью населения существует Германия? 	select distinct ?x0 where { SUBJ_1 dr:population_density ?x0 . }
как нарёк себя в твиттере муж Стамп Патрик	select ?x0 where { SUBJ_1 wdt:p26 ?dummy . ?dummy dr:twitter ?x0 . }
Как на самом деле зовут директора Vogue	select ?x0 where { SUBJ_1 dr:company_director ?dummy . ?dummy dr:real_full_name ?x0 . }
Какое количество жён у автора, создавшего персонажа Рокки Бальбоа	select ?x0 where { SUBJ_1 dr:creator ?dummy . ?dummy dr:marriage_count ?x0 . }
Какое количество составляет политическая партия Булгары?	select count ( distinct ?x0 ) where { ?x0 dr:political_party OBJ_1 . }
Как много наименований есть у элемента, который имеет название в честь Государственный академический русский театр для детей и юношества имени Наталии Сац? 	select ?x0 where { SUBJ_1 dr:element_by_named_after ?dummy . ?dummy dr:alias ?x0 . }
Плотность населения родного города Газзаев Владимир Валерьевич?	select ?x0 where { SUBJ_1 dr:native_city ?dummy . ?dummy dr:population_density ?x0 . }
Время существования государства, в котором находится центральный офис компании Звездные войны?	select ?x0 where { SUBJ_1 dr:company_hq_location ?dummy . ?dummy dr:period_country ?x0 . }
У у Якунин Анатолий Иванович сколько детей?	select distinct ?x0 where { SUBJ_1 wdt:p1971 ?x0 . }
Нидерланды состоит в скольких альянсах?	select count ( distinct ?x0 ) where { ?x0 dr:parts_alliance OBJ_1 . }
Какова площадь страны которая является родиной Доминик Купер?	select ?x0 where { SUBJ_1 dr:native_country ?dummy . ?dummy dr:area ?x0 . }
Произведение Луна и грош , площадь страны где произведённо	select ?x0 where { SUBJ_1 dr:narrative_location ?dummy . ?dummy dr:area ?x0 . }
Фильм, в котором режиссер и актёр фильма Игорь Сергеевич Дивеев, какую имеет среднюю продолжительность фильма?	select ?x0 where { SUBJ_1 dr:isdirectorandactorinfilm ?dummy . ?dummy wdt:p2047 ?x0 . }
Компания Россия сегодня имеет сколько директоров?	select count ( distinct ?x0 ) where { SUBJ_1 dr:company_director ?x0 . }
Место рождения и гражданство Пер Вале, дата образования страны.	select ?x0 where { SUBJ_1 dr:country_of_citizenship ?dummy . ?dummy dr:date_country_foundation ?x0 . }
 рабочих мест в текущем месте проживания Роберт Родригес?	select ?x0 where { SUBJ_1 dr:residence ?dummy . ?dummy dr:count_works ?x0 . }
Какая общая длинна притоков Липецк аэропорт? 	select distinct ?x0 where { SUBJ_1 dr:river_inflows ?dummy . ?dummy dr:length ?x0 . } order by desc ( ?x0 )
Сколько всего логотипов у кампании Многоточие группа	select ?x0 where { SUBJ_1 dr:company_owner ?dummy . ?dummy dr:company_logo ?x0 . }
Сколько всего владельцев у компании Вимм Билль Данн? 	select count ( distinct ?x0 ) where { ?x0 dr:company_owner OBJ_1 . }
Какое имя элемента, самого легкого в химическом классе научная фантастика? 	select distinct ?x0 where { SUBJ_1 dr:lightest ?x0 . }
Чему радуется в литературной работе Сергачов Віктор Миколайович?	select distinct ?x0 where { SUBJ_1 dr:present_in_literary_work ?x0 . }
В каком году была основана организация, производящая продукцию компании ВсеИнструменты ру?	select ?x0 where { SUBJ_1 dr:company_products ?dummy . ?dummy dr:company_inception_date ?x0 . }
Присутствующий в литературной работе Савчук Терри был женат?	select ?x0 where { SUBJ_1 dr:present_in_literary_work ?dummy . ?dummy dr:marriage_fact_now ?x0 . }
Какова дата кончины матери Петр Кириллович Кошевой?	select ?x0 where { SUBJ_1 dr:mother ?dummy . ?dummy dr:death_date ?x0 . }
Назвать атомный номер у химического элемента, который был назван в честь Нитрид лютеция? 	select ?x0 where { SUBJ_1 dr:element_by_named_after ?dummy . ?dummy dr:atomic_number ?x0 . }
Найти в твиттере человека, вдохновившего Горакова Милада	select ?x0 where { SUBJ_1 dr:influenced_by ?dummy . ?dummy dr:twitter ?x0 . }
Есть ли жена у того, кто убил Северус Снегг?	select ?x0 where { SUBJ_1 dr:death_cause ?dummy . ?dummy dr:marriage_fact_now ?x0 . }
Плотность Памятник Александру Невскому Самолва?	select ?x0 where { SUBJ_1 dr:iscapitalof ?dummy . ?dummy dr:population_density ?x0 . }
Какой код на сайте КиноПоиск у родителя актера Хаттори Хандзо?	select ?x0 where { SUBJ_1 dr:parent ?dummy . ?dummy wdt:p2604 ?x0 . }
Сколько сотрудников в составе организации, являющейся основателем компании нефтедобыча?	select ?x0 where { SUBJ_1 dr:company_parent ?dummy . ?dummy dr:company_employment ?x0 . }
В каком году произошло основание государства, в котором Совинфильм является столицей?	select ?x0 where { SUBJ_1 dr:iscapitalof ?dummy . ?dummy dr:date_country_foundation ?x0 . }
Каково число жителей проживающих в городе, где находиться центральный офис биохимия?	select ?x0 where { SUBJ_1 dr:company_hq_location ?dummy . ?dummy dr:population_count ?x0 . }
Название родного языка Лютик в романе?	select ?x0 where { SUBJ_1 dr:native_language ?dummy . ?dummy dr:name ?x0 . }
Сколько работ у человека, основавшего компанию Nissan ?	select ?x0 where { SUBJ_1 dr:company_founder ?dummy . ?dummy dr:count_works ?x0 . }
Какое прозвище у автора персонажа Ванда Максимофф	select ?x0 where { SUBJ_1 dr:author ?dummy . ?dummy dr:nickname ?x0 . }
